temp,vol,TDS,voltage,pH,current
25.80551367610318,0.923766606472749,182.09968689492155,3.4652376787178194,11.396064961866532,5.757192767218973
28.28940703818671,4.058752507312533,142.31862682102218,2.2241693698039646,9.405320662975205,7.154984475617302
30.9150967146464,0.4343167160343484,449.0636510456668,3.466208576686368,11.499743387449417,2.8440174891427796
19.982387967690748,3.426623844679048,430.2571272824032,2.1309581089512766,9.716589689954521,2.0994863809458004
31.19087561304707,0.8466231895544115,116.11325323994201,2.3450370302160812,9.024896707033129,8.753942233304105
33.068650898764496,0.8069166093419176,228.45653599098117,3.456196517644019,11.370966507157712,4.762669262690355
27.455953627600582,4.699533995866016,202.9453650987413,2.815685280659384,7.32258862716608,4.636121321773648
45.84115428865996,1.3002242907049515,465.5430168244714,2.410254575383282,9.163622465136632,1.9770544664132212
32.422186946971735,0.3086896559049824,238.0712036323746,3.3675125878431964,10.525850650180706,4.253016646928994
19.606448165227047,2.720717539066402,483.4227742229625,3.006360861656927,9.15713910109394,1.420724660347386
25.18336349805439,3.5113518033960935,312.07138180862523,3.0242754327310095,8.539789262209293,3.313489740739563
37.01677734336389,0.8053799197212296,165.98290749395784,2.478669638232668,7.3331573403630115,5.6190915330130995
32.25667960088071,2.564074740917936,296.7069104423566,2.318207298839947,9.491924053542618,3.8010361341759626
33.99622520913866,3.6049183634782938,302.2736993554226,3.0911195904044186,9.088170533032944,3.3942669515006707
26.39657622056697,3.130904242458988,430.5828362261689,3.218584276483202,4.49423226494072,2.3285230613394057
28.409465574293815,3.7107923269773293,433.72385808531584,3.2751831859465517,4.478346925425987,2.3089603953681386
28.729138381637984,1.588402470746587,367.3734585274923,2.0562472040123128,3.760872963747457,2.8081830660857103
34.748336077404765,1.0212961744777695,159.66793080457464,3.545236220128417,11.189090401352573,6.221337465336148
23.733317381300317,2.4654727079219025,428.32796000096096,2.0900817319665044,9.157749151197576,2.3333317267439613
36.48846866613354,3.288072074531821,145.71933284215334,2.6470602609989196,7.208822275819784,7.148147678471996
24.96883948983524,0.5325448344744107,439.33183048192626,2.6881462454112115,7.003528062555692,2.297709734034394
38.78856256574538,0.8523204517910039,307.54393744818606,3.4245724490037195,11.283361880542717,3.082178617361894
39.070014055086354,0.7892115065182009,149.09295961906014,2.70066001687788,7.025984061495814,6.752732636848228
25.391914819800462,4.408314748631601,424.5117715315831,2.1759863143218343,9.328642311941238,2.1552286890267704
26.348339722711597,3.306484433073978,247.86773039556365,2.8105061322621303,7.293992792965841,3.59167374426774
24.317836886567022,4.399027393681209,456.0043590820466,3.341591435864577,10.601344392277865,1.824981112646646
42.47174721618964,1.5809908418403897,347.4284857638975,3.4181513458459913,10.819902664733965,2.6949736378266205
34.03960846837828,1.93269702069731,220.55484535406208,2.0022398628269458,3.2408679056958727,3.945453951710557
25.706510475107645,1.8371086563522518,344.65267656873186,2.5167564893871495,5.949305192668146,3.454731558329308
16.191261161445674,4.292039662137146,309.6075307461891,2.0769555579670143,3.2618966467165516,3.1857459923351623
32.39666466344129,3.9430465971485855,122.83934752242523,3.446354332722974,11.413308185322624,8.214233812545505
32.803279955507826,1.0437146040771177,366.96531599816376,2.2630645645948184,9.665270260450066,2.3080679021951225
20.398212501011223,1.3454704253207748,170.28998016463368,2.0448029018636116,9.64004379946644,5.457097369419141
30.010469675314184,4.727729086287326,339.58527456011524,3.024148856998844,8.983670983785327,2.5669647469576304
25.645547779390476,1.7117078553376832,274.6943337746158,1.9953931765968405,3.358285876947745,3.689347715953467
24.302672162975874,2.147950795285779,280.66051474153494,3.3819179053700164,10.858809626386964,3.7723004146101924
42.2527808473728,5.167539809899304,384.6247375338023,2.996723625758689,9.051716049259273,2.115319332959591
24.497915848700252,1.2563842410432706,313.5152685393007,3.1342474982722517,9.316154413895472,3.5962468467717903
